STATE,REPORTDATE,cases,deaths,MMWRyear,MMWRweek,MMWRday
South Dakota,8/17/20,86,0,2020,34,2
Tennessee,8/17/20,1036,21,2020,34,2
Texas,8/17/20,7908,51,2020,34,2
Utah,8/17/20,242,1,2020,34,2
Virginia,8/17/20,734,4,2020,34,2
Virgin Islands,8/17/20,19,0,2020,34,2
Vermont,8/17/20,18,0,2020,34,2
Washington,8/17/20,576,15,2020,34,2
Wisconsin,8/17/20,469,0,2020,34,2
West Virginia,8/17/20,68,0,2020,34,2
Wyoming,8/17/20,45,3,2020,34,2
Alaska,8/18/20,62,1,2020,34,3
Alabama,8/18/20,1357,11,2020,34,3
Arkansas,8/18/20,410,16,2020,34,3
American Samoa,8/18/20,,,2020,34,3
Arizona,8/18/20,915,23,2020,34,3
California,8/18/20,4636,100,2020,34,3
Colorado,8/18/20,261,3,2020,34,3
Connecticut,8/18/20,-12,0,2020,34,3
District of Columbia,8/18/20,52,2,2020,34,3
Delaware,8/18/20,57,0,2020,34,3
Florida,8/18/20,3838,219,2020,34,3
Georgia,8/18/20,2816,67,2020,34,3
Guam,8/18/20,19,0,2020,34,3
Hawaii,8/18/20,134,1,2020,34,3
Iowa,8/18/20,307,8,2020,34,3
Idaho,8/18/20,384,9,2020,34,3
Illinois,8/18/20,1740,26,2020,34,3
Indiana,8/18/20,841,28,2020,34,3
Kansas,8/18/20,258,5,2020,34,3
Kentucky,8/18/20,608,12,2020,34,3
Louisiana,8/18/20,640,28,2020,34,3
Massachusetts,8/18/20,175,6,2020,34,3
Maryland,8/18/20,520,9,2020,34,3
Maine,8/18/20,16,0,2020,34,3
Michigan,8/18/20,653,16,2020,34,3
Minnesota,8/18/20,345,9,2020,34,3
Missouri,8/18/20,794,6,2020,34,3
Northern Mariana Islands,8/18/20,0,0,2020,34,3
Mississippi,8/18/20,795,33,2020,34,3
Montana,8/18/20,54,2,2020,34,3
North Carolina,8/18/20,1263,48,2020,34,3
North Dakota,8/18/20,135,2,2020,34,3
Nebraska,8/18/20,262,7,2020,34,3
New Hampshire,8/18/20,13,1,2020,34,3
New Jersey,8/18/20,331,0,2020,34,3
New Mexico,8/18/20,79,5,2020,34,3
Nevada,8/18/20,672,25,2020,34,3
New York,8/18/20,655,15,2020,34,3
Ohio,8/18/20,861,39,2020,34,3
Oklahoma,8/18/20,616,17,2020,34,3
Oregon,8/18/20,225,9,2020,34,3
Pennsylvania,8/18/20,735,31,2020,34,3
Puerto Rico,8/18/20,953,11,2020,34,3
Rhode Island,8/18/20,120,1,2020,34,3
South Carolina,8/18/20,719,55,2020,34,3
South Dakota,8/18/20,83,1,2020,34,3
Tennessee,8/18/20,1034,39,2020,34,3
Texas,8/18/20,7282,216,2020,34,3
Utah,8/18/20,263,5,2020,34,3
Virginia,8/18/20,861,11,2020,34,3
Virgin Islands,8/18/20,36,0,2020,34,3
Vermont,8/18/20,3,0,2020,34,3
Washington,8/18/20,260,4,2020,34,3
Wisconsin,8/18/20,709,13,2020,34,3
West Virginia,8/18/20,99,4,2020,34,3
Wyoming,8/18/20,32,1,2020,34,3
Alaska,8/19/20,67,0,2020,34,4
Alabama,8/19/20,1117,8,2020,34,4
Arkansas,8/19/20,729,12,2020,34,4
American Samoa,8/19/20,,,2020,34,4
Arizona,8/19/20,637,105,2020,34,4
California,8/19/20,6164,181,2020,34,4
Colorado,8/19/20,270,1,2020,34,4
Connecticut,8/19/20,59,1,2020,34,4
District of Columbia,8/19/20,29,1,2020,34,4
Delaware,8/19/20,50,2,2020,34,4
Florida,8/19/20,4115,174,2020,34,4
Georgia,8/19/20,2305,55,2020,34,4
Guam,8/19/20,22,0,2020,34,4
Hawaii,8/19/20,260,1,2020,34,4
Iowa,8/19/20,614,16,2020,34,4
Idaho,8/19/20,370,9,2020,34,4
Illinois,8/19/20,2295,24,2020,34,4
Indiana,8/19/20,489,17,2020,34,4
Kansas,8/19/20,532,4,2020,34,4
Kentucky,8/19/20,627,12,2020,34,4
Louisiana,8/19/20,778,37,2020,34,4
Massachusetts,8/19/20,827,28,2020,34,4
Maryland,8/19/20,414,11,2020,34,4
Maine,8/19/20,21,0,2020,34,4
Michigan,8/19/20,689,10,2020,34,4
Minnesota,8/19/20,557,17,2020,34,4
Missouri,8/19/20,1258,12,2020,34,4
Northern Mariana Islands,8/19/20,0,0,2020,34,4
Mississippi,8/19/20,1348,35,2020,34,4
Montana,8/19/20,110,0,2020,34,4
North Carolina,8/19/20,1153,35,2020,34,4
North Dakota,8/19/20,186,0,2020,34,4
Nebraska,8/19/20,215,3,2020,34,4
New Hampshire,8/19/20,19,3,2020,34,4
New Jersey,8/19/20,329,10,2020,34,4
New Mexico,8/19/20,170,6,2020,34,4
Nevada,8/19/20,389,32,2020,34,4
New York,8/19/20,631,1,2020,34,4
Ohio,8/19/20,958,36,2020,34,4
Oklahoma,8/19/20,591,17,2020,34,4
Oregon,8/19/20,194,11,2020,34,4
Pennsylvania,8/19/20,570,24,2020,34,4
Puerto Rico,8/19/20,221,10,2020,34,4
Rhode Island,8/19/20,103,3,2020,34,4
South Carolina,8/19/20,739,17,2020,34,4
South Dakota,8/19/20,123,1,2020,34,4
Tennessee,8/19/20,2022,26,2020,34,4
Texas,8/19/20,7024,309,2020,34,4
Utah,8/19/20,364,8,2020,34,4
Virginia,8/19/20,737,14,2020,34,4
Virgin Islands,8/19/20,32,0,2020,34,4
Vermont,8/19/20,3,0,2020,34,4
Washington,8/19/20,543,24,2020,34,4
Wisconsin,8/19/20,710,8,2020,34,4
West Virginia,8/19/20,70,2,2020,34,4
Wyoming,8/19/20,67,0,2020,34,4
Alaska,8/20/20,82,0,2020,34,5
Alabama,8/20/20,971,30,2020,34,5
Arkansas,8/20/20,549,10,2020,34,5
American Samoa,8/20/20,,,2020,34,5
Arizona,8/20/20,723,50,2020,34,5
California,8/20/20,5920,163,2020,34,5
Colorado,8/20/20,329,3,2020,34,5
Connecticut,8/20/20,118,1,2020,34,5
District of Columbia,8/20/20,55,1,2020,34,5
Delaware,8/20/20,75,0,2020,34,5
Florida,8/20/20,4555,119,2020,34,5
Georgia,8/20/20,2759,55,2020,34,5
Guam,8/20/20,105,0,2020,34,5
Hawaii,8/20/20,235,3,2020,34,5
Iowa,8/20/20,293,9,2020,34,5
Idaho,8/20/20,424,7,2020,34,5
Illinois,8/20/20,1832,27,2020,34,5
Indiana,8/20/20,940,11,2020,34,5
Kansas,8/20/20,488,4,2020,34,5
Kentucky,8/20/20,700,14,2020,34,5
Louisiana,8/20/20,918,28,2020,34,5
Massachusetts,8/20/20,262,12,2020,34,5
Maryland,8/20/20,580,8,2020,34,5
Maine,8/20/20,19,1,2020,34,5
Michigan,8/20/20,527,16,2020,34,5
Minnesota,8/20/20,690,7,2020,34,5
Missouri,8/20/20,1058,3,2020,34,5
Northern Mariana Islands,8/20/20,0,0,2020,34,5
Mississippi,8/20/20,894,27,2020,34,5
Montana,8/20/20,116,5,2020,34,5
North Carolina,8/20/20,1972,34,2020,34,5
North Dakota,8/20/20,274,2,2020,34,5
Nebraska,8/20/20,308,2,2020,34,5
New Hampshire,8/20/20,14,1,2020,34,5
New Jersey,8/20/20,100,6,2020,34,5
New Mexico,8/20/20,202,5,2020,34,5
Nevada,8/20/20,556,38,2020,34,5
New York,8/20/20,601,3,2020,34,5
Ohio,8/20/20,1122,22,2020,34,5
Oklahoma,8/20/20,736,10,2020,34,5
Oregon,8/20/20,295,4,2020,34,5
Pennsylvania,8/20/20,791,15,2020,34,5
Puerto Rico,8/20/20,209,11,2020,34,5
Rhode Island,8/20/20,76,1,2020,34,5
South Carolina,8/20/20,909,41,2020,34,5
South Dakota,8/20/20,125,2,2020,34,5
Tennessee,8/20/20,1375,36,2020,34,5
Texas,8/20/20,5303,234,2020,34,5
Utah,8/20/20,461,4,2020,34,5
Virginia,8/20/20,863,17,2020,34,5
Virgin Islands,8/20/20,41,1,2020,34,5
Vermont,8/20/20,4,0,2020,34,5
Washington,8/20/20,425,13,2020,34,5
Wisconsin,8/20/20,769,7,2020,34,5
West Virginia,8/20/20,181,0,2020,34,5
Wyoming,8/20/20,38,0,2020,34,5
Alaska,8/21/20,68,1,2020,34,6
Alabama,8/21/20,321,16,2020,34,6
Arkansas,8/21/20,887,22,2020,34,6
American Samoa,8/21/20,,,2020,34,6
Arizona,8/21/20,619,4,2020,34,6
California,8/21/20,5585,135,2020,34,6
Colorado,8/21/20,356,7,2020,34,6
Connecticut,8/21/20,87,2,2020,34,6
District of Columbia,8/21/20,60,1,2020,34,6
Delaware,8/21/20,52,5,2020,34,6
Florida,8/21/20,4684,118,2020,34,6
Georgia,8/21/20,2889,94,2020,34,6
Guam,8/21/20,63,0,2020,34,6
Hawaii,8/21/20,228,1,2020,34,6
Iowa,8/21/20,878,5,2020,34,6
Idaho,8/21/20,249,6,2020,34,6
Illinois,8/21/20,2293,22,2020,34,6
Indiana,8/21/20,1041,13,2020,34,6
Kansas,8/21/20,988,7,2020,34,6
Kentucky,8/21/20,639,8,2020,34,6
Louisiana,8/21/20,899,50,2020,34,6
Massachusetts,8/21/20,431,13,2020,34,6
Maryland,8/21/20,670,5,2020,34,6
Maine,8/21/20,32,1,2020,34,6
Michigan,8/21/20,0,0,2020,34,6
Minnesota,8/21/20,825,8,2020,34,6
Missouri,8/21/20,1231,2,2020,34,6
Northern Mariana Islands,8/21/20,0,0,2020,34,6
Mississippi,8/21/20,874,24,2020,34,6
Montana,8/21/20,144,0,2020,34,6
North Carolina,8/21/20,2008,29,2020,34,6
North Dakota,8/21/20,232,2,2020,34,6
Nebraska,8/21/20,278,3,2020,34,6
New Hampshire,8/21/20,21,0,2020,34,6
New Jersey,8/21/20,290,9,2020,34,6
New Mexico,8/21/20,144,5,2020,34,6
Nevada,8/21/20,849,13,2020,34,6
New York,8/21/20,709,1,2020,34,6
Ohio,8/21/20,1043,26,2020,34,6
Oklahoma,8/21/20,1077,6,2020,34,6
Oregon,8/21/20,256,2,2020,34,6
Pennsylvania,8/21/20,693,20,2020,34,6
Puerto Rico,8/21/20,703,7,2020,34,6
Rhode Island,8/21/20,151,2,2020,34,6
South Carolina,8/21/20,1058,58,2020,34,6
South Dakota,8/21/20,193,2,2020,34,6
Tennessee,8/21/20,1669,61,2020,34,6
Texas,8/21/20,5021,258,2020,34,6
Utah,8/21/20,463,2,2020,34,6
Virginia,8/21/20,978,9,2020,34,6
Virgin Islands,8/21/20,63,0,2020,34,6
Vermont,8/21/20,4,0,2020,34,6
Washington,8/21/20,700,15,2020,34,6
Wisconsin,8/21/20,848,1,2020,34,6
West Virginia,8/21/20,84,4,2020,34,6
Wyoming,8/21/20,56,3,2020,34,6
Alaska,8/22/20,89,1,2020,34,7
Alabama,8/22/20,1762,21,2020,34,7
Arkansas,8/22/20,547,11,2020,34,7
American Samoa,8/22/20,,,2020,34,7
Arizona,8/22/20,996,68,2020,34,7
California,8/22/20,6556,167,2020,34,7
Colorado,8/22/20,297,8,2020,34,7
Connecticut,8/22/20,0,0,2020,34,7
District of Columbia,8/22/20,65,2,2020,34,7
Delaware,8/22/20,58,0,2020,34,7
Florida,8/22/20,4311,107,2020,34,7
Georgia,8/22/20,2592,94,2020,34,7
Guam,8/22/20,0,0,2020,34,7
Hawaii,8/22/20,284,1,2020,34,7
Iowa,8/22/20,787,13,2020,34,7
Idaho,8/22/20,293,2,2020,34,7
Illinois,8/22/20,2356,17,2020,34,7
Indiana,8/22/20,1000,9,2020,34,7
Kansas,8/22/20,493,0,2020,34,7
Kentucky,8/22/20,801,8,2020,34,7
Louisiana,8/22/20,0,0,2020,34,7
Massachusetts,8/22/20,109,20,2020,34,7
Maryland,8/22/20,624,11,2020,34,7
Maine,8/22/20,32,1,2020,34,7
Michigan,8/22/20,1426,21,2020,34,7
Minnesota,8/22/20,734,8,2020,34,7
Missouri,8/22/20,1293,6,2020,34,7
Northern Mariana Islands,8/22/20,0,0,2020,34,7
Mississippi,8/22/20,945,23,2020,34,7
Montana,8/22/20,160,1,2020,34,7
North Carolina,8/22/20,1729,27,2020,34,7
North Dakota,8/22/20,262,3,2020,34,7
Nebraska,8/22/20,154,0,2020,34,7
New Hampshire,8/22/20,21,1,2020,34,7
New Jersey,8/22/20,419,2,2020,34,7
New Mexico,8/22/20,207,4,2020,34,7
Nevada,8/22/20,636,12,2020,34,7
New York,8/22/20,653,-1,2020,34,7
Ohio,8/22/20,1119,20,2020,34,7
Oklahoma,8/22/20,859,10,2020,34,7
Oregon,8/22/20,289,3,2020,34,7
Pennsylvania,8/22/20,796,18,2020,34,7
Puerto Rico,8/22/20,731,7,2020,34,7
Rhode Island,8/22/20,0,0,2020,34,7
South Carolina,8/22/20,917,34,2020,34,7
South Dakota,8/22/20,251,1,2020,34,7
Tennessee,8/22/20,1239,14,2020,34,7
Texas,8/22/20,5559,215,2020,34,7
Utah,8/22/20,369,2,2020,34,7
Virginia,8/22/20,1212,7,2020,34,7
Virgin Islands,8/22/20,0,0,2020,34,7
Vermont,8/22/20,12,0,2020,34,7
Washington,8/22/20,390,13,2020,34,7
Wisconsin,8/22/20,975,13,2020,34,7
West Virginia,8/22/20,119,6,2020,34,7
Wyoming,8/22/20,19,0,2020,34,7
Alaska,8/23/20,64,1,2020,35,1
Alabama,8/23/20,528,2,2020,35,1
Arkansas,8/23/20,375,13,2020,35,1
American Samoa,8/23/20,,,2020,35,1
Arizona,8/23/20,207,15,2020,35,1
California,8/23/20,6777,146,2020,35,1
Colorado,8/23/20,260,0,2020,35,1
Connecticut,8/23/20,0,0,2020,35,1
District of Columbia,8/23/20,56,0,2020,35,1
Delaware,8/23/20,67,0,2020,35,1
Florida,8/23/20,2974,51,2020,35,1
Georgia,8/23/20,1727,40,2020,35,1
Guam,8/23/20,0,0,2020,35,1
Hawaii,8/23/20,244,0,2020,35,1
Iowa,8/23/20,661,5,2020,35,1
Idaho,8/23/20,191,1,2020,35,1
Illinois,8/23/20,1893,6,2020,35,1
Indiana,8/23/20,615,2,2020,35,1
Kansas,8/23/20,270,0,2020,35,1
Kentucky,8/23/20,463,9,2020,35,1
Louisiana,8/23/20,1223,77,2020,35,1
Massachusetts,8/23/20,0,0,2020,35,1
Maryland,8/23/20,579,6,2020,35,1
Maine,8/23/20,18,1,2020,35,1
Michigan,8/23/20,764,4,2020,35,1
Minnesota,8/23/20,717,6,2020,35,1
Missouri,8/23/20,818,1,2020,35,1
Northern Mariana Islands,8/23/20,0,0,2020,35,1
Mississippi,8/23/20,626,3,2020,35,1
Montana,8/23/20,53,0,2020,35,1
North Carolina,8/23/20,1472,10,2020,35,1
North Dakota,8/23/20,140,1,2020,35,1
Nebraska,8/23/20,109,2,2020,35,1
New Hampshire,8/23/20,15,0,2020,35,1
New Jersey,8/23/20,258,3,2020,35,1
New Mexico,8/23/20,94,2,2020,35,1
Nevada,8/23/20,532,0,2020,35,1
New York,8/23/20,572,12,2020,35,1
Ohio,8/23/20,637,3,2020,35,1
Oklahoma,8/23/20,571,2,2020,35,1
Oregon,8/23/20,227,0,2020,35,1
Pennsylvania,8/23/20,619,2,2020,35,1
Puerto Rico,8/23/20,319,9,2020,35,1
Rhode Island,8/23/20,0,0,2020,35,1
South Carolina,8/23/20,693,11,2020,35,1
South Dakota,8/23/20,141,1,2020,35,1
Tennessee,8/23/20,1854,4,2020,35,1
Texas,8/23/20,4398,104,2020,35,1
Utah,8/23/20,301,0,2020,35,1
Virginia,8/23/20,894,24,2020,35,1
Virgin Islands,8/23/20,0,0,2020,35,1
Vermont,8/23/20,4,0,2020,35,1
Washington,8/23/20,816,7,2020,35,1
Wisconsin,8/23/20,479,1,2020,35,1
West Virginia,8/23/20,87,2,2020,35,1
Wyoming,8/23/20,36,0,2020,35,1
Alaska,8/24/20,69,0,2020,35,2
Alabama,8/24/20,1650,11,2020,35,2
Arkansas,8/24/20,320,9,2020,35,2
American Samoa,8/24/20,,,2020,35,2
Arizona,8/24/20,311,0,2020,35,2
California,8/24/20,4946,18,2020,35,2
Colorado,8/24/20,198,1,2020,35,2
Connecticut,8/24/20,492,0,2020,35,2
District of Columbia,8/24/20,49,0,2020,35,2
Delaware,8/24/20,47,4,2020,35,2
Florida,8/24/20,2258,72,2020,35,2
Georgia,8/24/20,2304,24,2020,35,2
Guam,8/24/20,140,0,2020,35,2
Hawaii,8/24/20,169,2,2020,35,2
Iowa,8/24/20,428,5,2020,35,2
Idaho,8/24/20,217,7,2020,35,2
Illinois,8/24/20,1612,8,2020,35,2
Indiana,8/24/20,1660,10,2020,35,2
Kansas,8/24/20,888,3,2020,35,2
Kentucky,8/24/20,370,4,2020,35,2
Louisiana,8/24/20,623,18,2020,35,2
Massachusetts,8/24/20,571,27,2020,35,2
Maryland,8/24/20,567,3,2020,35,2
Maine,8/24/20,21,0,2020,35,2
Michigan,8/24/20,878,4,2020,35,2
Minnesota,8/24/20,714,4,2020,35,2
Missouri,8/24/20,869,0,2020,35,2
Northern Mariana Islands,8/24/20,0,0,2020,35,2
Mississippi,8/24/20,511,8,2020,35,2
Montana,8/24/20,60,1,2020,35,2
North Carolina,8/24/20,1283,4,2020,35,2
North Dakota,8/24/20,124,1,2020,35,2
Nebraska,8/24/20,158,4,2020,35,2
New Hampshire,8/24/20,27,0,2020,35,2
New Jersey,8/24/20,225,0,2020,35,2
New Mexico,8/24/20,73,2,2020,35,2
Nevada,8/24/20,409,3,2020,35,2
New York,8/24/20,408,2,2020,35,2
Ohio,8/24/20,849,8,2020,35,2
Oklahoma,8/24/20,352,4,2020,35,2
Oregon,8/24/20,218,3,2020,35,2
Pennsylvania,8/24/20,426,1,2020,35,2
Puerto Rico,8/24/20,722,0,2020,35,2
Rhode Island,8/24/20,280,5,2020,35,2
South Carolina,8/24/20,563,7,2020,35,2
South Dakota,8/24/20,149,0,2020,35,2
Tennessee,8/24/20,667,21,2020,35,2
Texas,8/24/20,2847,25,2020,35,2
Utah,8/24/20,249,5,2020,35,2
Virginia,8/24/20,664,4,2020,35,2
Virgin Islands,8/24/20,52,1,2020,35,2
Vermont,8/24/20,9,0,2020,35,2
Washington,8/24/20,417,6,2020,35,2
Wisconsin,8/24/20,414,0,2020,35,2
West Virginia,8/24/20,40,1,2020,35,2
Wyoming,8/24/20,24,0,2020,35,2
Alaska,8/25/20,33,4,2020,35,3
Alabama,8/25/20,532,13,2020,35,3
Arkansas,8/25/20,480,15,2020,35,3
American Samoa,8/25/20,,,2020,35,3
Arizona,8/25/20,859,21,2020,35,3
California,8/25/20,4480,105,2020,35,3
Colorado,8/25/20,459,7,2020,35,3
Connecticut,8/25/20,29,3,2020,35,3
District of Columbia,8/25/20,45,0,2020,35,3
Delaware,8/25/20,20,-1,2020,35,3
Florida,8/25/20,2673,183,2020,35,3
Georgia,8/25/20,2101,106,2020,35,3
Guam,8/25/20,77,0,2020,35,3
Hawaii,8/25/20,215,0,2020,35,3
Iowa,8/25/20,571,9,2020,35,3
Idaho,8/25/20,405,12,2020,35,3
Illinois,8/25/20,1680,29,2020,35,3
Indiana,8/25/20,829,16,2020,35,3
Kansas,8/25/20,315,1,2020,35,3
Kentucky,8/25/20,669,10,2020,35,3
Louisiana,8/25/20,550,33,2020,35,3
Massachusetts,8/25/20,349,12,2020,35,3
Maryland,8/25/20,377,13,2020,35,3
Maine,8/25/20,12,0,2020,35,3
Michigan,8/25/20,951,21,2020,35,3
Minnesota,8/25/20,409,8,2020,35,3
Missouri,8/25/20,692,14,2020,35,3
Northern Mariana Islands,8/25/20,0,0,2020,35,3
Mississippi,8/25/20,801,67,2020,35,3
Montana,8/25/20,135,6,2020,35,3
North Carolina,8/25/20,1345,35,2020,35,3
North Dakota,8/25/20,229,1,2020,35,3
Nebraska,8/25/20,301,0,2020,35,3
New Hampshire,8/25/20,16,0,2020,35,3
New Jersey,8/25/20,302,7,2020,35,3
New Mexico,8/25/20,66,3,2020,35,3
Nevada,8/25/20,403,30,2020,35,3
New York,8/25/20,629,9,2020,35,3
Ohio,8/25/20,844,10,2020,35,3
Oklahoma,8/25/20,654,13,2020,35,3
Oregon,8/25/20,236,7,2020,35,3
Pennsylvania,8/25/20,561,26,2020,35,3
Puerto Rico,8/25/20,102,5,2020,35,3
Rhode Island,8/25/20,70,4,2020,35,3
South Carolina,8/25/20,937,18,2020,35,3
South Dakota,8/25/20,80,0,2020,35,3
Tennessee,8/25/20,813,40,2020,35,3
Texas,8/25/20,6346,181,2020,35,3
Utah,8/25/20,403,7,2020,35,3
Virginia,8/25/20,1005,23,2020,35,3
Virgin Islands,8/25/20,14,1,2020,35,3
Vermont,8/25/20,6,0,2020,35,3
Washington,8/25/20,359,4,2020,35,3
Wisconsin,8/25/20,687,13,2020,35,3
West Virginia,8/25/20,83,8,2020,35,3
Wyoming,8/25/20,31,0,2020,35,3
Alaska,8/26/20,52,1,2020,35,4
Alabama,8/26/20,2012,8,2020,35,4
Arkansas,8/26/20,649,21,2020,35,4
American Samoa,8/26/20,,,2020,35,4
Arizona,8/26/20,187,104,2020,35,4
California,8/26/20,6004,150,2020,35,4
Colorado,8/26/20,194,2,2020,35,4
Connecticut,8/26/20,180,0,2020,35,4
District of Columbia,8/26/20,38,1,2020,35,4
Delaware,8/26/20,24,1,2020,35,4
Florida,8/26/20,3220,155,2020,35,4
Georgia,8/26/20,2236,49,2020,35,4
Guam,8/26/20,136,0,2020,35,4
Hawaii,8/26/20,276,2,2020,35,4
Iowa,8/26/20,863,13,2020,35,4
Idaho,8/26/20,305,11,2020,35,4
Illinois,8/26/20,2157,37,2020,35,4
Indiana,8/26/20,938,18,2020,35,4
Kansas,8/26/20,1019,12,2020,35,4
Kentucky,8/26/20,662,7,2020,35,4
Louisiana,8/26/20,844,32,2020,35,4
Massachusetts,8/26/20,619,26,2020,35,4
Maryland,8/26/20,440,10,2020,35,4
Maine,8/26/20,21,1,2020,35,4
Michigan,8/26/20,843,6,2020,35,4
Minnesota,8/26/20,529,14,2020,35,4
Missouri,8/26/20,1426,9,2020,35,4
Northern Mariana Islands,8/26/20,0,0,2020,35,4
Mississippi,8/26/20,904,58,2020,35,4
Montana,8/26/20,161,1,2020,35,4
North Carolina,8/26/20,1244,36,2020,35,4
North Dakota,8/26/20,238,0,2020,35,4
Nebraska,8/26/20,379,2,2020,35,4
New Hampshire,8/26/20,9,1,2020,35,4
New Jersey,8/26/20,285,-39,2020,35,4
New Mexico,8/26/20,197,5,2020,35,4
Nevada,8/26/20,253,20,2020,35,4
New York,8/26/20,566,10,2020,35,4
Ohio,8/26/20,1089,48,2020,35,4
Oklahoma,8/26/20,665,19,2020,35,4
Oregon,8/26/20,180,6,2020,35,4
Pennsylvania,8/26/20,501,19,2020,35,4
Puerto Rico,8/26/20,24,9,2020,35,4
Rhode Island,8/26/20,82,2,2020,35,4
South Carolina,8/26/20,605,44,2020,35,4
South Dakota,8/26/20,66,1,2020,35,4
Tennessee,8/26/20,1936,20,2020,35,4
Texas,8/26/20,5407,229,2020,35,4
Utah,8/26/20,407,4,2020,35,4
Virginia,8/26/20,823,21,2020,35,4
Virgin Islands,8/26/20,32,2,2020,35,4
Vermont,8/26/20,5,0,2020,35,4
Washington,8/26/20,334,9,2020,35,4
Wisconsin,8/26/20,786,6,2020,35,4
West Virginia,8/26/20,145,3,2020,35,4
Wyoming,8/26/20,50,0,2020,35,4
Alaska,8/27/20,80,0,2020,35,5
Alabama,8/27/20,1769,31,2020,35,5
Arkansas,8/27/20,722,7,2020,35,5
American Samoa,8/27/20,,,2020,35,5
Arizona,8/27/20,680,33,2020,35,5
California,8/27/20,4430,143,2020,35,5
Colorado,8/27/20,349,3,2020,35,5
Connecticut,8/27/20,130,2,2020,35,5
District of Columbia,8/27/20,72,0,2020,35,5
Delaware,8/27/20,-10,0,2020,35,5
Florida,8/27/20,3269,139,2020,35,5
Georgia,8/27/20,2484,82,2020,35,5
Guam,8/27/20,112,0,2020,35,5
Hawaii,8/27/20,306,4,2020,35,5
Iowa,8/27/20,1477,18,2020,35,5
Idaho,8/27/20,342,6,2020,35,5
Illinois,8/27/20,1707,23,2020,35,5
Indiana,8/27/20,1145,6,2020,35,5
Kansas,8/27/20,480,2,2020,35,5
Kentucky,8/27/20,748,8,2020,35,5
Louisiana,8/27/20,677,23,2020,35,5
Massachusetts,8/27/20,365,20,2020,35,5
Maryland,8/27/20,577,5,2020,35,5
Maine,8/27/20,25,0,2020,35,5
Michigan,8/27/20,863,16,2020,35,5
Minnesota,8/27/20,1154,13,2020,35,5
Missouri,8/27/20,1512,1,2020,35,5
Northern Mariana Islands,8/27/20,0,0,2020,35,5
Mississippi,8/27/20,585,26,2020,35,5
Montana,8/27/20,144,0,2020,35,5
North Carolina,8/27/20,2091,24,2020,35,5
North Dakota,8/27/20,333,1,2020,35,5
Nebraska,8/27/20,374,5,2020,35,5
New Hampshire,8/27/20,35,1,2020,35,5
New Jersey,8/27/20,307,7,2020,35,5
New Mexico,8/27/20,188,9,2020,35,5
Nevada,8/27/20,554,21,2020,35,5
New York,8/27/20,791,2,2020,35,5
Ohio,8/27/20,1244,32,2020,35,5
Oklahoma,8/27/20,702,15,2020,35,5
Oregon,8/27/20,190,5,2020,35,5
Pennsylvania,8/27/20,620,11,2020,35,5
Puerto Rico,8/27/20,639,8,2020,35,5
Rhode Island,8/27/20,135,3,2020,35,5
South Carolina,8/27/20,505,55,2020,35,5
South Dakota,8/27/20,623,0,2020,35,5
Tennessee,8/27/20,1826,25,2020,35,5
Texas,8/27/20,5600,265,2020,35,5
Utah,8/27/20,383,2,2020,35,5
Virginia,8/27/20,1121,12,2020,35,5
Virgin Islands,8/27/20,22,0,2020,35,5
Vermont,8/27/20,9,0,2020,35,5
Washington,8/27/20,456,4,2020,35,5
Wisconsin,8/27/20,912,11,2020,35,5
West Virginia,8/27/20,93,9,2020,35,5
Wyoming,8/27/20,38,0,2020,35,5
Alaska,8/28/20,117,0,2020,35,6
Alabama,8/28/20,1162,31,2020,35,6
Arkansas,8/28/20,838,17,2020,35,6
American Samoa,8/28/20,,,2020,35,6
Arizona,8/28/20,519,49,2020,35,6
California,8/28/20,5329,140,2020,35,6
Colorado,8/28/20,430,6,2020,35,6
Connecticut,8/28/20,145,0,2020,35,6
District of Columbia,8/28/20,57,0,2020,35,6
Delaware,8/28/20,107,0,2020,35,6
Florida,8/28/20,3815,88,2020,35,6
Georgia,8/28/20,2298,78,2020,35,6
Guam,8/28/20,55,0,2020,35,6
Hawaii,8/28/20,264,4,2020,35,6
Iowa,8/28/20,2535,11,2020,35,6
Idaho,8/28/20,262,10,2020,35,6
Illinois,8/28/20,2434,20,2020,35,6
Indiana,8/28/20,809,12,2020,35,6
Kansas,8/28/20,646,1,2020,35,6
Kentucky,8/28/20,779,8,2020,35,6
Louisiana,8/28/20,606,30,2020,35,6
Massachusetts,8/28/20,438,16,2020,35,6
Maryland,8/28/20,601,14,2020,35,6
Maine,8/28/20,22,0,2020,35,6
Michigan,8/28/20,793,6,2020,35,6
Minnesota,8/28/20,850,4,2020,35,6
Missouri,8/28/20,1418,14,2020,35,6
Northern Mariana Islands,8/28/20,0,0,2020,35,6
Mississippi,8/28/20,599,14,2020,35,6
Montana,8/28/20,134,2,2020,35,6
North Carolina,8/28/20,1415,22,2020,35,6
North Dakota,8/28/20,310,0,2020,35,6
Nebraska,8/28/20,335,1,2020,35,6
New Hampshire,8/28/20,22,1,2020,35,6
New Jersey,8/28/20,358,9,2020,35,6
New Mexico,8/28/20,122,3,2020,35,6
Nevada,8/28/20,632,16,2020,35,6
New York,8/28/20,636,2,2020,35,6
Ohio,8/28/20,1296,29,2020,35,6
Oklahoma,8/28/20,707,8,2020,35,6
Oregon,8/28/20,293,9,2020,35,6
Pennsylvania,8/28/20,835,20,2020,35,6
