region,NAME,MMWRyear,MMWRweek,start_date,detail,detail_date,cases,cases_pc,deaths,deaths_pc,bar_visits,bar_per,rest_visits,rest_per,total_devices,population,shutdown_baseline,bars_reopen_baseline,rest_reopen_baseline,reclosed_baseline,reopened_again_baseline
PA,Pennsylvania,2020,12,2020-03-15,,,324,0.25,2,0.02,4571,0.04006517923615031,427022,3.74288185687582,114089094,12801989,-2,-10,-10,,
PA,Pennsylvania,2020,13,2020-03-22,,,2380,1.86,32,0.25,3111,0.02771460823815527,318521,2.8375714338236757,112251271,12801989,-1,-9,-9,,
PA,Pennsylvania,2020,14,2020-03-29,shut down,2020-04-01,7266,5.68,102,0.8,2908,0.024621197208254265,291152,2.465100003293551,118109610,12801989,0,-8,-8,,
PA,Pennsylvania,2020,15,2020-04-05,,,11638,9.09,358,2.8,2541,0.021700600478929945,277940,2.3736579681675676,117093534,12801989,1,-7,-7,,
PA,Pennsylvania,2020,16,2020-04-12,,,9414,7.35,342,2.67,2429,0.023048602281137913,269298,2.555348907824569,105386000,12801989,2,-6,-6,,
PA,Pennsylvania,2020,17,2020-04-19,,,8980,7.01,701,5.48,3002,0.0270341398140152,305413,2.7503590083337195,111044776,12801989,3,-5,-5,,
PA,Pennsylvania,2020,18,2020-04-26,,,8256,6.45,881,6.88,3098,0.028238725187635753,326920,2.979923834196863,109707502,12801989,4,-4,-4,,
PA,Pennsylvania,2020,19,2020-05-03,,,7011,5.48,1270,9.92,3129,0.027422088863290263,331244,2.9029729637046087,114105093,12801989,5,-3,-3,,
PA,Pennsylvania,2020,20,2020-05-10,,,6295,4.92,715,5.59,3733,0.03315863361238548,368174,3.2703313076899048,112580031,12801989,6,-2,-2,,
PA,Pennsylvania,2020,21,2020-05-17,,,5372,4.2,693,5.41,3721,0.03330741364307826,381637,3.416108954717403,111716870,12801989,7,-1,-1,,
PA,Pennsylvania,2020,22,2020-05-24,restaurants reopen,2020-05-27,4432,3.46,441,3.44,4118,0.0371551072433268,389099,3.5106884587836853,110832677,12801989,8,0,0,,
PA,Pennsylvania,2020,22,2020-05-24,bars reopen,2020-05-29,4432,3.46,441,3.44,4118,0.0371551072433268,389099,3.5106884587836853,110832677,12801989,8,0,0,,
PA,Pennsylvania,2020,23,2020-05-31,,,3671,2.87,394,3.08,4819,0.040530299822199065,456105,3.8360805977182206,118898701,12801989,9,1,1,,
PA,Pennsylvania,2020,24,2020-06-07,,,3376,2.64,280,2.19,6387,0.054691151736314766,527769,4.519225686664021,116783059,12801989,10,2,2,,
PA,Pennsylvania,2020,25,2020-06-14,,,2804,2.19,208,1.62,6966,0.061562109089223854,560367,4.952250126902254,113154018,12801989,11,3,3,,
PA,Pennsylvania,2020,26,2020-06-21,,,3735,2.92,184,1.44,7521,0.06425169043626104,601628,5.139691000370543,117055286,12801989,12,4,4,,
PA,Pennsylvania,2020,27,2020-06-28,,,4384,3.42,146,1.14,6803,0.06063478136375065,568036,5.06287500613545,112196331,12801989,13,5,5,,
PA,Pennsylvania,2020,28,2020-07-05,,,5314,4.15,148,1.16,6526,0.05749460957199968,571000,5.030558085444655,113506293,12801989,14,6,6,,
PA,Pennsylvania,2020,29,2020-07-12,,,5552,4.34,110,0.86,7493,0.06484489690003228,597326,5.169297062019043,115552655,12801989,15,7,7,,
PA,Pennsylvania,2020,30,2020-07-19,,,6384,4.99,107,0.84,7187,0.061262509769119955,601242,5.125030457576905,117314815,12801989,16,8,8,,
RI,Rhode Island,2020,9,2020-02-23,,,0,0,0,0,722,0.005174227713547759,88792,0.63632967748107,139537732,1059361,-4,-14,-14,,
RI,Rhode Island,2020,10,2020-03-01,,,2,0.02,0,0,569,0.004273776018714603,79313,0.5957223152413202,133137534,1059361,-3,-13,-13,,
RI,Rhode Island,2020,11,2020-03-08,,,17,0.16,0,0,543,0.004403818439859971,71013,0.5759269960769359,123302086,1059361,-2,-12,-12,,
RI,Rhode Island,2020,12,2020-03-15,,,46,0.43,0,0,221,0.0019370826101923466,36209,0.31737477028260036,114089094,1059361,-1,-11,-11,,
RI,Rhode Island,2020,13,2020-03-22,shut down,2020-03-28,147,1.39,0,0,221,0.0019687973065356202,30167,0.2687452866346609,112251271,1059361,0,-10,-10,,
RI,Rhode Island,2020,14,2020-03-29,,,567,5.35,17,1.6,144,0.0012192064642326734,24369,0.20632529393670845,118109610,1059361,1,-9,-9,,
RI,Rhode Island,2020,15,2020-04-05,,,1543,14.57,39,3.68,143,0.001221245914398655,24061,0.20548530032409817,117093534,1059361,2,-8,-8,,
RI,Rhode Island,2020,16,2020-04-12,,,2142,20.22,81,7.65,134,0.0012715161406638453,23359,0.22165183231169225,105386000,1059361,3,-7,-7,,
RI,Rhode Island,2020,17,2020-04-19,,,2638,24.9,78,7.36,128,0.0011526881732824604,27202,0.24496424757523036,111044776,1059361,4,-6,-6,,
RI,Rhode Island,2020,18,2020-04-26,,,2160,20.39,81,7.65,123,0.0011211630723302769,27880,0.2541302963948628,109707502,1059361,5,-5,-5,,
RI,Rhode Island,2020,19,2020-05-03,,,1700,16.05,122,11.52,154,0.0013496330089315118,29168,0.2556239974319113,114105093,1059361,6,-4,-4,,
RI,Rhode Island,2020,20,2020-05-10,,,1445,13.64,71,6.7,163,0.0014478589013712387,33202,0.2949190873823796,112580031,1059361,7,-3,-3,,
RI,Rhode Island,2020,21,2020-05-17,,,1518,14.33,108,10.19,199,0.0017812887167354403,35597,0.31863585150568574,111716870,1059361,8,-2,-2,,
RI,Rhode Island,2020,22,2020-05-24,,,867,8.18,114,10.76,233,0.002102268088318394,39971,0.36064273715954726,110832677,1059361,9,-1,-1,,
RI,Rhode Island,2020,23,2020-05-31,restaurants reopen,2020-06-01,622,5.87,61,5.76,261,0.002195145933511923,47303,0.3978428662563774,118898701,1059361,10,0,0,,
RI,Rhode Island,2020,23,2020-05-31,bars reopen,2020-06-01,622,5.87,61,5.76,261,0.002195145933511923,47303,0.3978428662563774,118898701,1059361,10,0,0,,
RI,Rhode Island,2020,24,2020-06-07,,,506,4.78,61,5.76,307,0.002628805946931053,51673,0.44246999900901723,116783059,1059361,11,1,1,,
RI,Rhode Island,2020,25,2020-06-14,,,390,3.68,61,5.76,310,0.0027396287421273895,56455,0.49892174398968314,113154018,1059361,12,2,2,,
RI,Rhode Island,2020,26,2020-06-21,,,324,3.06,33,3.12,411,0.0035111613840318155,58009,0.4955692475092496,117055286,1059361,13,3,3,,
RI,Rhode Island,2020,27,2020-06-28,,,330,3.12,33,3.12,372,0.0033156164438211443,61077,0.544376090159312,112196331,1059361,14,4,4,,
RI,Rhode Island,2020,28,2020-07-05,,,321,3.03,16,1.51,430,0.0037883362114556943,65289,0.5752015881621647,113506293,1059361,15,5,5,,
RI,Rhode Island,2020,29,2020-07-12,,,481,4.54,14,1.32,452,0.0039116366473795,68080,0.5891686348530893,115552655,1059361,16,6,6,,
RI,Rhode Island,2020,30,2020-07-19,,,431,4.07,12,1.13,480,0.004091554847527144,70352,0.5996855554858949,117314815,1059361,17,7,7,,
SC,South Carolina,2020,9,2020-02-23,,,0,0,0,0,5576,0.03996051763260707,591467,4.238760308932067,139537732,5148714,-6,-11,-11,,
SC,South Carolina,2020,10,2020-03-01,,,4,0.01,0,0,5429,0.04077738138067061,582426,4.3746191062844835,133137534,5148714,-5,-10,-10,,
SC,South Carolina,2020,11,2020-03-08,,,15,0.03,0,0,5487,0.044500463682341916,556956,4.5170038729109585,123302086,5148714,-4,-9,-9,,
SC,South Carolina,2020,12,2020-03-15,,,154,0.3,3,0.06,2484,0.021772457935374613,285991,2.506733903943527,114089094,5148714,-3,-8,-8,,
SC,South Carolina,2020,13,2020-03-22,,,487,0.95,12,0.23,1299,0.011572252041582673,193104,1.7202834166572598,112251271,5148714,-2,-7,-7,,
SC,South Carolina,2020,14,2020-03-29,,,1257,2.44,25,0.49,1227,0.010388655080649237,182372,1.544091120104452,118109610,5148714,-1,-6,-6,,
SC,South Carolina,2020,15,2020-04-05,shut down,2020-04-07,1290,2.51,40,0.78,1032,0.008813467018597287,164205,1.4023404571596585,117093534,5148714,0,-5,-5,,
SC,South Carolina,2020,16,2020-04-12,,,1039,2.02,39,0.76,1026,0.009735638509858995,176258,1.672499193441254,105386000,5148714,1,-4,-4,,
SC,South Carolina,2020,17,2020-04-19,,,1007,1.96,47,0.91,1164,0.010482258075787374,198162,1.7845233890156165,111044776,5148714,2,-3,-3,,
SC,South Carolina,2020,18,2020-04-26,,,999,1.94,101,1.96,1290,0.011758539539073635,228474,2.0825740795738836,109707502,5148714,3,-2,-2,,
SC,South Carolina,2020,19,2020-05-03,,,1042,2.02,63,1.22,1989,0.017431299056914137,282906,2.4793459482128464,114105093,5148714,4,-1,-1,,
SC,South Carolina,2020,20,2020-05-10,restaurants reopen,2020-05-11,1130,2.19,50,0.97,2672,0.02373422689855184,358768,3.1867818547678315,112580031,5148714,5,0,0,,
SC,South Carolina,2020,20,2020-05-10,bars reopen,2020-05-11,1130,2.19,50,0.97,2672,0.02373422689855184,358768,3.1867818547678315,112580031,5148714,5,0,0,,
SC,South Carolina,2020,21,2020-05-17,,,1234,2.4,45,0.87,3027,0.027095281133458177,423753,3.793097676295442,111716870,5148714,6,1,1,,
SC,South Carolina,2020,22,2020-05-24,,,1499,2.91,62,1.2,3833,0.03458366344431074,459543,4.146277185021887,110832677,5148714,7,2,2,,
SC,South Carolina,2020,23,2020-05-31,,,2522,4.9,58,1.13,4493,0.03778847003551367,506012,4.255824460184809,118898701,5148714,8,3,3,,
SC,South Carolina,2020,24,2020-06-07,,,4039,7.84,54,1.05,5050,0.043242573394142725,524104,4.487842710131441,116783059,5148714,9,4,4,,
SC,South Carolina,2020,25,2020-06-14,,,5826,11.32,45,0.87,4909,0.043383346758397924,534739,4.725762367536961,113154018,5148714,10,5,5,,
SC,South Carolina,2020,26,2020-06-21,,,8153,15.84,65,1.26,5021,0.04289426109300181,529444,4.523025128485013,117055286,5148714,11,6,6,,
SC,South Carolina,2020,27,2020-06-28,,,11447,22.23,102,1.98,4331,0.03860197531771338,482473,4.300256485214298,112196331,5148714,12,7,7,,
SC,South Carolina,2020,28,2020-07-05,,,11313,21.97,138,2.68,4293,0.037821691525068125,485057,4.273393017953639,113506293,5148714,13,8,8,,
SC,South Carolina,2020,29,2020-07-12,,,12913,25.08,184,3.57,4478,0.03875289581187035,490056,4.240975683336744,115552655,5148714,14,9,9,,
SC,South Carolina,2020,30,2020-07-19,,,12396,24.08,330,6.41,4561,0.03887829512410688,497170,4.2379131740522284,117314815,5148714,15,10,10,,
SD,South Dakota,2020,9,2020-02-23,,,0,0,0,0,839,0.006012710597876136,62516,0.44802218800575033,139537732,884659,,,,,
SD,South Dakota,2020,10,2020-03-01,,,0,0,0,0,844,0.006339309243928162,61311,0.4605087548038857,133137534,884659,,,,,
SD,South Dakota,2020,11,2020-03-08,,,9,0.1,1,0.11,761,0.006171833946102097,53785,0.4362051101065719,123302086,884659,,,,,
SD,South Dakota,2020,12,2020-03-15,,,5,0.06,0,0,310,0.0027171747020797625,32774,0.2872667215676198,114089094,884659,,,,,
SD,South Dakota,2020,13,2020-03-22,,,54,0.61,0,0,227,0.002022248817120298,24075,0.21447418622101838,112251271,884659,,,,,
SD,South Dakota,2020,14,2020-03-29,,,144,1.63,1,0.11,160,0.001354673849147415,20779,0.17592979944646334,118109610,884659,,,,,
SD,South Dakota,2020,15,2020-04-05,,,414,4.68,4,0.45,164,0.0014005897200096463,19842,0.16945427575872807,117093534,884659,,,,,
SD,South Dakota,2020,16,2020-04-12,,,916,10.35,1,0.11,162,0.001537206080504052,18618,0.17666483214089157,105386000,884659,,,,,
SD,South Dakota,2020,17,2020-04-19,,,605,6.84,3,0.34,207,0.001864112905230229,22626,0.20375564538038243,111044776,884659,,,,,
SD,South Dakota,2020,18,2020-04-26,,,441,4.98,11,1.24,262,0.002388168495532785,26050,0.23744957751385135,109707502,884659,,,,,
SD,South Dakota,2020,19,2020-05-03,,,805,9.1,13,1.47,289,0.0025327528544234214,31430,0.27544782773193127,114105093,884659,,,,,
SD,South Dakota,2020,20,2020-05-10,,,566,6.4,10,1.13,369,0.0032776683104661784,36329,0.32269488360684495,112580031,884659,,,,,
SD,South Dakota,2020,21,2020-05-17,,,509,5.75,6,0.68,612,0.005478134143930097,41657,0.3728801209700916,111716870,884659,,,,,
SD,South Dakota,2020,22,2020-05-24,,,492,5.56,12,1.36,628,0.005666198967656443,45025,0.4062430071954321,110832677,884659,,,,,
SD,South Dakota,2020,23,2020-05-31,,,407,4.6,3,0.34,811,0.006820932383441262,49700,0.4180028846572512,118898701,884659,,,,,
SD,South Dakota,2020,24,2020-06-07,,,466,5.27,10,1.13,923,0.007903543612434404,53029,0.45408127218178107,116783059,884659,,,,,
SD,South Dakota,2020,25,2020-06-14,,,392,4.43,6,0.68,1122,0.009915688544086875,58676,0.5185498583002152,113154018,884659,,,,,
SD,South Dakota,2020,26,2020-06-21,,,401,4.53,10,1.13,1439,0.012293336329980005,64956,0.5549172721682983,117055286,884659,,,,,
SD,South Dakota,2020,27,2020-06-28,,,402,4.54,6,0.68,1332,0.011872045976262806,62889,0.5605263509017956,112196331,884659,,,,,
SD,South Dakota,2020,28,2020-07-05,,,426,4.82,12,1.36,1533,0.013505859098050185,65699,0.5788137226893666,113506293,884659,,,,,
SD,South Dakota,2020,29,2020-07-12,,,408,4.61,7,0.79,1599,0.013837847343273939,67052,0.5802722576993147,115552655,884659,,,,,
SD,South Dakota,2020,30,2020-07-19,,,443,5.01,6,0.68,1662,0.014167008659562733,69208,0.5899340164326219,117314815,884659,,,,,
TN,Tennessee,2020,9,2020-02-23,,,0,0,0,0,14638,0.10490352530597244,799443,5.729224551248977,139537732,6829174,-5,-12,-9,,
TN,Tennessee,2020,10,2020-03-01,,,1,0,0,0,14442,0.1084742939583063,788067,5.919194807979544,133137534,6829174,-4,-11,-8,,
TN,Tennessee,2020,11,2020-03-08,,,28,0.04,0,0,12985,0.10531046490162381,719166,5.8325533924868065,123302086,6829174,-3,-10,-7,,
TN,Tennessee,2020,12,2020-03-15,,,339,0.5,0,0,4952,0.04340467459580317,382812,3.35537768404051,114089094,6829174,-2,-9,-6,,
TN,Tennessee,2020,13,2020-03-22,,,1002,1.47,6,0.09,2414,0.021505324425235235,238821,2.12755720155721,112251271,6829174,-1,-8,-5,,
TN,Tennessee,2020,14,2020-03-29,shut down,2020-03-31,1948,2.85,37,0.54,2047,0.017331358557529736,219112,1.8551581027149273,118109610,6829174,0,-7,-4,,
TN,Tennessee,2020,15,2020-04-05,,,1793,2.63,58,0.85,1839,0.015705393262791096,213625,1.824396213030858,117093534,6829174,1,-6,-3,,
TN,Tennessee,2020,16,2020-04-12,,,1648,2.41,44,0.64,1986,0.018845007875808933,227345,2.1572599776061336,105386000,6829174,2,-5,-2,,
TN,Tennessee,2020,17,2020-04-19,,,2427,3.55,33,0.48,2320,0.020892473140744595,250276,2.253829572315946,111044776,6829174,3,-4,-1,,
TN,Tennessee,2020,18,2020-04-26,restaurants reopen,2020-04-27,3472,5.08,31,0.45,3026,0.027582434608710717,315284,2.8738599845250326,109707502,6829174,4,-3,0,,
TN,Tennessee,2020,19,2020-05-03,,,2107,3.09,33,0.48,3743,0.03280309319760162,402667,3.528913472775488,114105093,6829174,5,-2,1,,
TN,Tennessee,2020,20,2020-05-10,,,2520,3.69,53,0.78,4913,0.04364006614991961,455845,4.049075097518849,112580031,6829174,6,-1,2,,
TN,Tennessee,2020,21,2020-05-17,bars reopen,2020-05-22,2501,3.66,34,0.5,5510,0.04932110969453404,495208,4.4327056423976074,111716870,6829174,7,0,3,,
TN,Tennessee,2020,22,2020-05-24,,,2777,4.07,35,0.51,6773,0.06111013631837116,516501,4.660186995212612,110832677,6829174,8,1,4,,
TN,Tennessee,2020,23,2020-05-31,,,3505,5.13,53,0.78,6733,0.056628036667953165,573729,4.825359698420927,118898701,6829174,9,2,5,,
TN,Tennessee,2020,24,2020-06-07,,,3470,5.08,55,0.81,8114,0.06947925554852952,601021,5.146474198796248,116783059,6829174,10,3,6,,
TN,Tennessee,2020,25,2020-06-14,,,4905,7.18,52,0.76,8538,0.07545467806543114,619927,5.478612345873568,113154018,6829174,11,4,7,,
TN,Tennessee,2020,26,2020-06-21,,,5726,8.38,60,0.88,9693,0.08280702504968464,634145,5.417482812352447,117055286,6829174,12,5,8,,
TN,Tennessee,2020,27,2020-06-28,,,9968,14.6,53,0.78,8084,0.0720522670211025,582661,5.193226862293741,112196331,6829174,13,6,9,,
TN,Tennessee,2020,28,2020-07-05,,,10866,15.91,101,1.48,7321,0.06449862652108637,591334,5.209702337825446,113506293,6829174,14,7,10,,
TN,Tennessee,2020,29,2020-07-12,,,15330,22.45,100,1.46,7385,0.0639102580550832,596208,5.159621819161143,115552655,6829174,15,8,11,,
TN,Tennessee,2020,30,2020-07-19,,,14460,21.17,126,1.85,7371,0.06283093912733868,606090,5.16635516153693,117314815,6829174,16,9,12,,
TX,Texas,2020,9,2020-02-23,,,0,0,0,0,53605,0.38416132490959504,3582533,25.674295752492235,139537732,28995881,-5,-12,-9,-17,
TX,Texas,2020,10,2020-03-01,,,5,0,0,0,49240,0.36984311276187526,3416404,25.660712628190936,133137534,28995881,-4,-11,-8,-16,
TX,Texas,2020,11,2020-03-08,,,46,0.02,0,0,46205,0.3747300755317311,3188837,25.861987444397332,123302086,28995881,-3,-10,-7,-15,
TX,Texas,2020,12,2020-03-15,,,253,0.09,5,0.02,18830,0.16504645045213526,1644856,14.417293908916482,114089094,28995881,-2,-9,-6,-14,
TX,Texas,2020,13,2020-03-22,,,1748,0.6,22,0.08,10811,0.09631071348849136,1105143,9.845260460347037,112251271,28995881,-1,-8,-5,-13,
TX,Texas,2020,14,2020-03-29,shut down,2020-04-02,4058,1.4,78,0.27,8992,0.07613267032208472,1001718,8.481257367626563,118109610,28995881,0,-7,-4,-12,
TX,Texas,2020,15,2020-04-05,,,6451,2.22,149,0.51,9005,0.07690433188223698,980072,8.369992488227403,117093534,28995881,1,-6,-3,-11,
TX,Texas,2020,16,2020-04-12,,,5699,1.97,199,0.69,9039,0.08577040593627237,1023729,9.71408915795267,105386000,28995881,2,-5,-2,-10,
TX,Texas,2020,17,2020-04-19,,,5513,1.9,170,0.59,10790,0.0971680108571699,1155454,10.405298129468063,111044776,28995881,3,-4,-1,-9,
TX,Texas,2020,18,2020-04-26,restaurants reopen,2020-05-01,6749,2.33,224,0.77,12879,0.11739397730521656,1337605,12.192466108653171,109707502,28995881,4,-3,0,-8,
TX,Texas,2020,19,2020-05-03,,,7338,2.53,202,0.7,16171,0.1417202297885161,1655814,14.51130669513586,114105093,28995881,5,-2,1,-7,
TX,Texas,2020,20,2020-05-10,,,9139,3.15,256,0.88,17245,0.15317991873709824,1814626,16.118542372758807,112580031,28995881,6,-1,2,-6,
TX,Texas,2020,21,2020-05-17,bars reopen,2020-05-18,7510,2.59,201,0.69,21923,0.19623714842709072,2020671,18.0874294097212,111716870,28995881,7,0,3,-5,
TX,Texas,2020,22,2020-05-24,,,7829,2.7,142,0.49,25547,0.23050061309987127,2138246,19.292559359547003,110832677,28995881,8,1,4,-4,
TX,Texas,2020,23,2020-05-31,,,11215,3.87,171,0.59,27004,0.2271177041707125,2385753,20.06542527323322,118898701,28995881,9,2,5,-3,
TX,Texas,2020,24,2020-06-07,,,12458,4.3,138,0.48,29824,0.25537950671424015,2430890,20.815433512492596,116783059,28995881,10,3,6,-2,
TX,Texas,2020,25,2020-06-14,,,21724,7.49,208,0.72,28895,0.25535991130248686,2413146,21.326206904999164,113154018,28995881,11,4,7,-1,
TX,Texas,2020,26,2020-06-21,bars reclosed,2020-06-26,35636,12.29,201,0.69,24197,0.20671428712753734,2278405,19.464349521131407,117055286,28995881,12,5,8,0,
TX,Texas,2020,27,2020-06-28,,,48419,16.7,242,0.83,19272,0.17177032286376637,2004308,17.864291836780296,112196331,28995881,13,6,9,1,
TX,Texas,2020,28,2020-07-05,,,58672,20.23,504,1.74,19757,0.17406083379007015,2045287,18.01915070911531,113506293,28995881,14,7,10,2,
TX,Texas,2020,29,2020-07-12,,,67268,23.2,753,2.6,20559,0.17791888901211314,2122220,18.36582638451708,115552655,28995881,15,8,11,3,
TX,Texas,2020,30,2020-07-19,,,58116,20.04,1020,3.52,22086,0.18826266742184267,2212324,18.858010388542997,117314815,28995881,16,9,12,4,
UT,Utah,2020,9,2020-02-23,,,0,0,0,0,1582,0.01133743523938027,200161,1.4344578855560015,139537732,3205958,-3,-9,-9,,
UT,Utah,2020,10,2020-03-01,,,1,0,0,0,1358,0.010199978617600053,194252,1.4590325820515797,133137534,3205958,-2,-8,-8,,
UT,Utah,2020,11,2020-03-08,,,8,0.02,0,0,1192,0.009667314144222993,175705,1.4249961675425344,123302086,3205958,-1,-7,-7,,
UT,Utah,2020,12,2020-03-15,shut down,2020-03-17,127,0.4,0,0,506,0.0044351303201689025,85829,0.7522980242090449,114089094,3205958,0,-6,-6,,
UT,Utah,2020,13,2020-03-22,,,466,1.45,2,0.06,472,0.004204852165994629,78348,0.6979698252147185,112251271,3205958,1,-5,-5,,
UT,Utah,2020,14,2020-03-29,,,826,2.58,6,0.19,344,0.0029125487756669417,69473,0.5882078520113646,118109610,3205958,2,-4,-4,,
UT,Utah,2020,15,2020-04-05,,,778,2.43,10,0.31,300,0.0025620543658713044,67755,0.5786399785320341,117093534,3205958,3,-3,-3,,
UT,Utah,2020,16,2020-04-12,,,725,2.26,7,0.22,287,0.0027233218833621164,69652,0.6609227032053594,105386000,3205958,4,-2,-2,,
UT,Utah,2020,17,2020-04-19,,,1017,3.17,16,0.5,264,0.0023774193573950744,77370,0.6967459684911247,111044776,3205958,5,-1,-1,,
UT,Utah,2020,18,2020-04-26,restaurants reopen,2020-05-01,1033,3.22,8,0.25,321,0.0029259621643741374,84133,0.7668846566208388,109707502,3205958,6,0,0,,
UT,Utah,2020,18,2020-04-26,bars reopen,2020-05-01,1033,3.22,8,0.25,321,0.0029259621643741374,84133,0.7668846566208388,109707502,3205958,6,0,0,,
UT,Utah,2020,19,2020-05-03,,,1122,3.5,17,0.53,343,0.0030060007926201856,97902,0.857998511950733,114105093,3205958,7,1,1,,
UT,Utah,2020,20,2020-05-10,,,965,3.01,12,0.37,372,0.003304316020307367,104030,0.9240537515929446,112580031,3205958,8,2,2,,
UT,Utah,2020,21,2020-05-17,,,1192,3.72,19,0.59,415,0.0037147478263578277,113014,1.0116108695132615,111716870,3205958,9,3,3,,
UT,Utah,2020,22,2020-05-24,,,1273,3.97,15,0.47,354,0.003194003876672581,118228,1.0667251139300733,110832677,3205958,10,4,4,,
UT,Utah,2020,23,2020-05-31,,,2265,7.06,9,0.28,415,0.003490366139492138,125881,1.058724771097373,118898701,3205958,11,5,5,,
UT,Utah,2020,24,2020-06-07,,,2183,6.81,18,0.56,1190,0.010189834126540563,129177,1.1061279016505297,116783059,3205958,12,6,6,,
UT,Utah,2020,25,2020-06-14,,,3087,9.63,16,0.5,642,0.00567368274982511,135042,1.1934353051431192,113154018,3205958,13,7,7,,
UT,Utah,2020,26,2020-06-21,,,3560,11.1,12,0.37,527,0.004502146105559043,136815,1.1688066782392041,117055286,3205958,14,8,8,,
UT,Utah,2020,27,2020-06-28,,,3914,12.21,14,0.44,742,0.006613406992783034,128215,1.1427735546895914,112196331,3205958,15,9,9,,
UT,Utah,2020,28,2020-07-05,,,4313,13.45,31,0.97,1264,0.011135946444837204,133141,1.172983422161448,113506293,3205958,16,10,10,,
UT,Utah,2020,29,2020-07-12,,,4477,13.96,31,0.97,709,0.006135730935823154,135332,1.1711717052282355,115552655,3205958,17,11,11,,
UT,Utah,2020,30,2020-07-19,,,4291,13.38,31,0.97,498,0.004244988154309411,135719,1.1568786090657008,117314815,3205958,18,12,12,,
VT,Vermont,2020,9,2020-02-23,,,0,0,0,0,658,0.004715570409299758,33361,0.2390822863596493,139537732,623989,-4,-15,-15,,
VT,Vermont,2020,10,2020-03-01,,,0,0,0,0,651,0.0048896804713237365,32253,0.24225324768295617,133137534,623989,-3,-14,-14,,
VT,Vermont,2020,11,2020-03-08,,,4,0.06,0,0,579,0.004695784303276102,27335,0.22169130212444255,123302086,623989,-2,-13,-13,,
VT,Vermont,2020,12,2020-03-15,,,45,0.72,2,0.32,233,0.002042263566401886,11192,0.09809877182476355,114089094,623989,-1,-12,-12,,
VT,Vermont,2020,13,2020-03-22,shut down,2020-03-24,162,2.6,10,1.6,200,0.0017817170194892491,7318,0.06519302574311163,112251271,623989,0,-11,-11,,
VT,Vermont,2020,14,2020-03-29,,,250,4.01,8,1.28,171,0.0014478076762762997,6185,0.052366610981104754,118109610,623989,1,-10,-10,,
VT,Vermont,2020,15,2020-04-05,,,250,4.01,5,0.8,173,0.0014774513509857854,6104,0.05212926616426147,117093534,623989,2,-9,-9,,
VT,Vermont,2020,16,2020-04-12,,,92,1.47,13,2.08,163,0.0015466950069269163,6113,0.05800580722297079,105386000,623989,3,-8,-8,,
VT,Vermont,2020,17,2020-04-19,,,40,0.64,8,1.28,175,0.0015759408619096138,7170,0.06456854845652532,111044776,623989,4,-7,-7,,
VT,Vermont,2020,18,2020-04-26,,,43,0.69,5,0.8,190,0.001731877916607745,7805,0.07114372178486025,109707502,623989,5,-6,-6,,
VT,Vermont,2020,19,2020-05-03,,,35,0.56,2,0.32,152,0.001332105307516817,8037,0.0704350681349517,114105093,623989,6,-5,-5,,
VT,Vermont,2020,20,2020-05-10,,,13,0.21,0,0,165,0.0014656240412653644,9020,0.08012078092250659,112580031,623989,7,-4,-4,,
VT,Vermont,2020,21,2020-05-17,,,20,0.32,1,0.16,172,0.0015396063280326419,10879,0.0973801002480646,111716870,623989,8,-3,-3,,
VT,Vermont,2020,22,2020-05-24,,,23,0.37,1,0.16,219,0.001975951550822868,11755,0.10606077844713613,110832677,623989,9,-2,-2,,
VT,Vermont,2020,23,2020-05-31,,,69,1.11,0,0,243,0.0020437565587869628,12785,0.107528508658812,118898701,623989,10,-1,-1,,
VT,Vermont,2020,24,2020-06-07,restaurants reopen,2020-06-08,79,1.27,0,0,302,0.0025859915178279413,14046,0.12027429423646113,116783059,623989,11,0,0,,
VT,Vermont,2020,24,2020-06-07,bars reopen,2020-06-08,79,1.27,0,0,302,0.0025859915178279413,14046,0.12027429423646113,116783059,623989,11,0,0,,
VT,Vermont,2020,25,2020-06-14,,,22,0.35,1,0.16,309,0.002730791230056011,14912,0.1317849800083988,113154018,623989,12,1,1,,
VT,Vermont,2020,26,2020-06-21,,,53,0.85,0,0,286,0.0024432899168688542,16443,0.14047208427648453,117055286,623989,13,2,2,,
VT,Vermont,2020,27,2020-06-28,,,38,0.61,0,0,333,0.0029680114940657015,16455,0.14666254995450786,112196331,623989,14,3,3,,
VT,Vermont,2020,28,2020-07-05,,,45,0.72,0,0,389,0.0034271227587355,16730,0.14739270887826456,113506293,623989,15,4,4,,
VT,Vermont,2020,29,2020-07-12,,,55,0.88,0,0,451,0.0039029825840003413,16868,0.1459767410796403,115552655,623989,16,5,5,,
VT,Vermont,2020,30,2020-07-19,,,58,0.93,0,0,382,0.0032561957328236845,18122,0.15447324363934767,117314815,623989,17,6,6,,
VA,Virginia,2020,9,2020-02-23,,,0,0,0,0,7520,0.053892233249140095,686913,4.922776013014172,139537732,8535519,-5,-15,-14,,
VA,Virginia,2020,10,2020-03-01,,,1,0,0,0,7332,0.05507087129914844,666824,5.008535008617479,133137534,8535519,-4,-14,-13,,
VA,Virginia,2020,11,2020-03-08,,,41,0.05,1,0.01,6175,0.05008025573873909,579690,4.701380315658244,123302086,8535519,-3,-13,-12,,
VA,Virginia,2020,12,2020-03-15,,,111,0.13,2,0.02,2487,0.021798753174426998,297446,2.607137891725216,114089094,8535519,-2,-12,-11,,
